time (s),v("/S0" ?result "tran") (V),v("/Vin" ?result "tran") (V)
13.02E-6,63.10E-9,3.981
13.02E-6,62.96E-9,3.981
13.02E-6,63.33E-9,3.981
13.02E-6,69.97E-9,3.981
13.02E-6,78.98E-9,3.981
13.02E-6,90.20E-9,3.981
13.02E-6,94.79E-9,3.981
13.02E-6,-9.648E-9,3.981
13.02E-6,-147.9E-9,3.981
13.02E-6,-327.1E-9,3.981
13.02E-6,-593.5E-9,3.981
13.02E-6,-851.1E-9,3.981
13.02E-6,-1.019E-6,3.981
13.02E-6,-1.197E-6,3.981
13.02E-6,-1.253E-6,3.981
13.02E-6,-833.2E-9,3.981
13.02E-6,45.10E-9,3.981
13.02E-6,1.254E-6,3.980
13.02E-6,2.288E-6,3.980
13.02E-6,3.267E-6,3.980
13.02E-6,3.978E-6,3.980
13.02E-6,4.276E-6,3.980
13.02E-6,4.123E-6,3.980
13.02E-6,3.188E-6,3.980
13.02E-6,1.189E-6,3.980
13.02E-6,-1.290E-6,3.980
13.02E-6,-4.764E-6,3.980
13.02E-6,-8.030E-6,3.980
13.02E-6,-6.774E-6,3.980
13.02E-6,3.909E-6,3.980
13.02E-6,28.86E-6,3.980
13.02E-6,57.93E-6,3.980
13.02E-6,91.31E-6,3.980
13.02E-6,136.2E-6,3.980
13.02E-6,190.1E-6,3.980
13.02E-6,271.7E-6,3.980
13.02E-6,357.5E-6,3.980
13.02E-6,366.2E-6,3.980
13.02E-6,246.5E-6,3.980
13.02E-6,13.13E-6,3.980
13.02E-6,-277.4E-6,3.979
13.02E-6,-698.9E-6,3.979
13.02E-6,-1.323E-3,3.979
13.02E-6,-2.039E-3,3.979
13.02E-6,-2.510E-3,3.979
13.02E-6,-1.863E-3,3.979
13.02E-6,841.2E-6,3.979
13.02E-6,4.127E-3,3.979
13.02E-6,8.434E-3,3.979
13.02E-6,13.72E-3,3.979
13.02E-6,18.86E-3,3.979
13.02E-6,24.56E-3,3.979
13.02E-6,32.34E-3,3.979
13.02E-6,38.34E-3,3.979
13.02E-6,45.98E-3,3.979
13.02E-6,55.56E-3,3.979
13.02E-6,65.31E-3,3.979
13.02E-6,75.93E-3,3.979
13.02E-6,85.67E-3,3.979
13.02E-6,99.61E-3,3.979
13.02E-6,112.7E-3,3.979
13.02E-6,125.5E-3,3.979
13.02E-6,135.2E-3,3.979
13.02E-6,145.7E-3,3.979
13.02E-6,155.0E-3,3.979
13.02E-6,164.9E-3,3.979
13.02E-6,178.6E-3,3.979
13.02E-6,195.9E-3,3.978
13.02E-6,217.6E-3,3.978
13.02E-6,244.1E-3,3.978
13.02E-6,262.2E-3,3.978
13.02E-6,276.0E-3,3.978
13.02E-6,289.9E-3,3.978
13.02E-6,305.5E-3,3.978
13.02E-6,320.8E-3,3.978
13.02E-6,337.6E-3,3.978
13.02E-6,357.9E-3,3.978
13.02E-6,384.2E-3,3.978
13.02E-6,419.8E-3,3.978
13.02E-6,460.2E-3,3.978
13.02E-6,505.5E-3,3.977
13.02E-6,559.1E-3,3.977
13.02E-6,606.1E-3,3.977
13.02E-6,651.9E-3,3.977
13.02E-6,719.4E-3,3.977
13.02E-6,792.5E-3,3.976
13.02E-6,870.4E-3,3.976
13.02E-6,961.9E-3,3.976
13.02E-6,1.073,3.976
13.02E-6,1.216,3.975
13.03E-6,1.402,3.974
13.03E-6,1.663,3.973
13.03E-6,2.056,3.972
13.03E-6,2.512,3.970
13.03E-6,2.948,3.968
13.03E-6,3.348,3.967
13.04E-6,3.907,3.963
13.04E-6,4.214,3.961
13.04E-6,4.446,3.958
13.04E-6,4.616,3.956
13.05E-6,4.763,3.953
13.05E-6,4.868,3.949
13.06E-6,4.937,3.944
13.06E-6,4.973,3.939
13.07E-6,4.990,3.933
13.08E-6,4.998,3.925
13.09E-6,5.000,3.915
13.10E-6,5.000,3.900
13.12E-6,5.000,3.879
13.13E-6,5.000,3.873
13.14E-6,5.000,3.860
13.17E-6,5.000,3.833
13.20E-6,5.000,3.798
13.26E-6,5.000,3.742
13.34E-6,5.000,3.659
13.45E-6,5.000,3.549
13.64E-6,5.000,3.356
13.89E-6,5.000,3.114
13.93E-6,5.000,3.066
13.96E-6,5.000,3.042
13.97E-6,5.000,3.034
13.98E-6,5.000,3.016
13.99E-6,5.000,3.012
14.00E-6,5.000,3.005
14.00E-6,5.000,3.001
14.00E-6,5.000,2.996
14.01E-6,5.000,2.993
14.01E-6,5.000,2.990
14.01E-6,5.000,2.987
14.01E-6,5.000,2.986
14.01E-6,5.000,2.985
14.02E-6,5.000,2.984
14.02E-6,5.000,2.983
14.02E-6,5.000,2.983
14.02E-6,5.000,2.983
14.02E-6,5.000,2.983
14.02E-6,5.000,2.983
14.02E-6,5.000,2.983
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.982
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.981
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.980
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.979
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.978
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.977
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.976
14.02E-6,5.000,2.975
14.02E-6,5.000,2.975
14.02E-6,5.000,2.975
14.03E-6,5.000,2.975
14.03E-6,5.000,2.975
14.03E-6,5.000,2.975
14.03E-6,5.000,2.974
14.03E-6,5.000,2.974
14.03E-6,5.000,2.974
14.03E-6,5.000,2.973
14.03E-6,5.000,2.973
14.03E-6,5.000,2.972
14.03E-6,5.000,2.971
14.03E-6,5.000,2.968
14.03E-6,5.000,2.967
14.04E-6,5.000,2.965
14.04E-6,5.000,2.962
14.04E-6,5.000,2.960
14.04E-6,5.000,2.957
14.05E-6,5.000,2.955
14.05E-6,5.000,2.952
14.05E-6,5.000,2.948
14.06E-6,5.000,2.943
14.06E-6,5.000,2.938
14.07E-6,5.000,2.931
14.08E-6,5.000,2.924
14.09E-6,5.000,2.913
14.10E-6,5.000,2.898
14.13E-6,5.000,2.873
14.14E-6,5.000,2.863
14.16E-6,5.000,2.841
14.18E-6,5.000,2.819
14.19E-6,5.000,2.813
14.20E-6,5.000,2.802
14.22E-6,5.000,2.780
14.26E-6,5.000,2.744
14.30E-6,5.000,2.700
14.39E-6,5.000,2.613
14.50E-6,5.000,2.502
14.67E-6,5.000,2.330
14.73E-6,5.000,2.268
14.86E-6,5.000,2.143
14.90E-6,5.000,2.101
14.92E-6,5.000,2.080
14.95E-6,5.000,2.055
14.97E-6,5.000,2.034
14.99E-6,5.000,2.015
14.99E-6,5.000,2.007
15.00E-6,5.000,2.004
15.00E-6,5.000,2.001
15.00E-6,5.000,1.996
15.01E-6,5.000,1.993
15.01E-6,5.000,1.989
15.01E-6,5.000,1.986
15.02E-6,5.000,1.985
15.02E-6,5.000,1.984
15.02E-6,5.000,1.983
15.02E-6,5.000,1.982
15.02E-6,5.000,1.982
15.02E-6,5.000,1.982
15.02E-6,5.000,1.982
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.981
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.980
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.979
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.978
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.977
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.976
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.02E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.975
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.974
15.03E-6,5.000,1.973
15.03E-6,5.000,1.973
15.03E-6,5.000,1.973
15.03E-6,5.000,1.973
15.03E-6,5.000,1.973
15.03E-6,5.000,1.973
15.03E-6,5.000,1.973
15.03E-6,5.000,1.973
15.03E-6,5.001,1.973
15.03E-6,5.001,1.973
15.03E-6,5.001,1.973
15.03E-6,5.001,1.973
15.03E-6,5.001,1.973
15.03E-6,5.002,1.973
15.03E-6,5.002,1.973
15.03E-6,5.002,1.973
15.03E-6,5.001,1.973
15.03E-6,5.001,1.973
15.03E-6,4.999,1.973
15.03E-6,4.997,1.973
15.03E-6,4.995,1.973
15.03E-6,4.993,1.973
15.03E-6,4.990,1.973
15.03E-6,4.988,1.973
15.03E-6,4.982,1.973
15.03E-6,4.978,1.973
15.03E-6,4.973,1.973
15.03E-6,4.968,1.973
15.03E-6,4.963,1.973
15.03E-6,4.958,1.973
15.03E-6,4.951,1.973
15.03E-6,4.945,1.973
15.03E-6,4.938,1.973
15.03E-6,4.930,1.972
15.03E-6,4.922,1.972
15.03E-6,4.913,1.972
15.03E-6,4.903,1.972
15.03E-6,4.893,1.972
15.03E-6,4.880,1.972
15.03E-6,4.865,1.972
15.03E-6,4.850,1.972
15.03E-6,4.839,1.972
15.03E-6,4.827,1.972
15.03E-6,4.815,1.972
15.03E-6,4.804,1.972
15.03E-6,4.794,1.972
15.03E-6,4.784,1.972
15.03E-6,4.771,1.972
15.03E-6,4.758,1.972
15.03E-6,4.745,1.972
15.03E-6,4.730,1.972
15.03E-6,4.716,1.972
15.03E-6,4.700,1.972
15.03E-6,4.682,1.972
15.03E-6,4.663,1.972
15.03E-6,4.647,1.972
15.03E-6,4.634,1.972
15.03E-6,4.622,1.972
15.03E-6,4.611,1.972
15.03E-6,4.600,1.972
15.03E-6,4.586,1.972
15.03E-6,4.575,1.972
15.03E-6,4.560,1.972
15.03E-6,4.545,1.971
15.03E-6,4.530,1.971
15.03E-6,4.512,1.971
15.03E-6,4.497,1.971
15.03E-6,4.480,1.971
15.03E-6,4.461,1.971
15.03E-6,4.440,1.971
15.03E-6,4.425,1.971
15.03E-6,4.411,1.971
15.03E-6,4.394,1.971
15.03E-6,4.381,1.971
15.03E-6,4.366,1.971
15.03E-6,4.354,1.971
15.03E-6,4.340,1.971
15.03E-6,4.324,1.971
15.03E-6,4.309,1.971
15.03E-6,4.291,1.971
15.03E-6,4.275,1.971
15.03E-6,4.257,1.971
15.03E-6,4.238,1.971
15.03E-6,4.217,1.971
15.03E-6,4.202,1.971
15.03E-6,4.187,1.971
15.03E-6,4.175,1.971
15.03E-6,4.163,1.971
15.03E-6,4.151,1.971
15.03E-6,4.137,1.971
15.03E-6,4.125,1.971
15.03E-6,4.110,1.971
15.03E-6,4.094,1.970
15.03E-6,4.079,1.970
15.03E-6,4.061,1.970
15.03E-6,4.045,1.970
15.03E-6,4.026,1.970
15.03E-6,4.008,1.970
15.03E-6,3.993,1.970
15.03E-6,3.977,1.970
15.03E-6,3.964,1.970
15.03E-6,3.953,1.970
15.03E-6,3.941,1.970
15.03E-6,3.929,1.970
15.03E-6,3.913,1.970
15.03E-6,3.901,1.970
15.03E-6,3.886,1.970
15.03E-6,3.870,1.970
15.03E-6,3.855,1.970
15.03E-6,3.836,1.970
15.03E-6,3.820,1.970
15.03E-6,3.802,1.970
15.03E-6,3.783,1.970
15.03E-6,3.762,1.970
15.03E-6,3.747,1.970
15.03E-6,3.732,1.970
15.03E-6,3.715,1.970
15.03E-6,3.702,1.970
15.03E-6,3.686,1.970
15.03E-6,3.673,1.970
15.03E-6,3.659,1.970
15.03E-6,3.642,1.969
15.03E-6,3.628,1.969
15.03E-6,3.611,1.969
15.03E-6,3.598,1.969
15.03E-6,3.586,1.969
15.03E-6,3.576,1.969
15.03E-6,3.571,1.969
15.03E-6,3.570,1.969
15.03E-6,3.572,1.969
15.03E-6,3.574,1.969
15.03E-6,3.577,1.969
15.03E-6,3.580,1.969
15.03E-6,3.583,1.969
15.03E-6,3.587,1.969
15.03E-6,3.591,1.969
15.03E-6,3.597,1.969
15.03E-6,3.607,1.969
15.03E-6,3.621,1.969
15.03E-6,3.631,1.969
15.03E-6,3.642,1.969
15.03E-6,3.650,1.969
15.03E-6,3.660,1.969
15.03E-6,3.668,1.969
15.03E-6,3.676,1.969
15.03E-6,3.685,1.968
15.03E-6,3.693,1.968
15.03E-6,3.702,1.968
15.03E-6,3.714,1.968
15.03E-6,3.728,1.968
15.03E-6,3.744,1.968
15.03E-6,3.760,1.968
15.03E-6,3.770,1.968
15.03E-6,3.778,1.968
15.03E-6,3.787,1.968
15.03E-6,3.794,1.968
15.03E-6,3.803,1.968
15.03E-6,3.811,1.968
15.03E-6,3.817,1.968
15.03E-6,3.827,1.968
15.03E-6,3.834,1.968
15.03E-6,3.844,1.967
15.03E-6,3.855,1.967
15.03E-6,3.870,1.967
15.03E-6,3.886,1.967
15.03E-6,3.901,1.967
15.03E-6,3.913,1.967
15.03E-6,3.922,1.967
15.03E-6,3.929,1.967
15.03E-6,3.937,1.967
15.03E-6,3.943,1.967
15.03E-6,3.951,1.967
15.03E-6,3.958,1.967
15.03E-6,3.966,1.967
15.03E-6,3.976,1.967
15.03E-6,3.990,1.966
15.03E-6,4.004,1.966
15.03E-6,4.017,1.966
15.03E-6,4.024,1.966
15.03E-6,4.030,1.966
15.03E-6,4.036,1.966
15.03E-6,4.044,1.966
15.03E-6,4.050,1.966
15.03E-6,4.056,1.966
15.03E-6,4.062,1.966
15.03E-6,4.069,1.966
15.03E-6,4.076,1.966
15.03E-6,4.084,1.966
15.03E-6,4.094,1.966
15.03E-6,4.106,1.966
15.03E-6,4.119,1.965
15.03E-6,4.127,1.965
15.03E-6,4.133,1.965
15.03E-6,4.140,1.965
15.03E-6,4.145,1.965
15.03E-6,4.152,1.965
15.03E-6,4.158,1.965
15.03E-6,4.163,1.965
15.04E-6,4.170,1.965
15.04E-6,4.175,1.965
15.04E-6,4.182,1.965
15.04E-6,4.190,1.965
15.04E-6,4.202,1.965
15.04E-6,4.217,1.965
15.04E-6,4.233,1.964
15.04E-6,4.250,1.964
15.04E-6,4.265,1.964
15.04E-6,4.279,1.964
15.04E-6,4.297,1.964
15.04E-6,4.320,1.964
15.04E-6,4.341,1.963
15.04E-6,4.367,1.963
15.04E-6,4.395,1.963
15.04E-6,4.430,1.962
15.04E-6,4.471,1.962
15.04E-6,4.523,1.961
15.04E-6,4.589,1.960
15.04E-6,4.675,1.958
15.04E-6,4.766,1.956
15.05E-6,4.835,1.954
15.05E-6,4.885,1.951
15.05E-6,4.920,1.949
15.05E-6,4.946,1.947
15.06E-6,4.966,1.944
15.06E-6,4.981,1.940
15.07E-6,4.991,1.935
15.07E-6,4.997,1.929
15.08E-6,4.999,1.921
15.09E-6,5.000,1.911
15.10E-6,5.000,1.896
15.13E-6,5.000,1.873
15.17E-6,5.000,1.830
15.19E-6,5.000,1.814
15.22E-6,5.000,1.782
15.24E-6,5.000,1.755
15.25E-6,5.000,1.748
15.27E-6,5.000,1.734
15.29E-6,5.000,1.712
15.31E-6,5.000,1.685
15.36E-6,5.000,1.642
15.44E-6,5.000,1.557
15.55E-6,5.000,1.450
15.76E-6,5.000,1.240
15.83E-6,5.000,1.172
15.86E-6,5.000,1.138
15.93E-6,5.000,1.071
15.97E-6,5.000,1.033
16.02E-6,5.000,984.9E-3
16.03E-6,5.000,974.7E-3
16.05E-6,5.000,954.4E-3
16.05E-6,5.000,947.3E-3
16.06E-6,5.000,940.5E-3
16.07E-6,5.000,934.6E-3
16.07E-6,5.000,928.6E-3
16.08E-6,5.000,920.1E-3
16.09E-6,5.000,914.2E-3
16.09E-6,5.000,913.1E-3
16.09E-6,5.000,912.6E-3
16.09E-6,5.000,912.0E-3
16.09E-6,5.000,911.3E-3
16.09E-6,5.000,911.1E-3
16.09E-6,5.000,911.0E-3
16.09E-6,5.000,910.8E-3
16.09E-6,5.000,910.7E-3
16.09E-6,5.000,910.5E-3
16.09E-6,5.000,910.5E-3
16.09E-6,5.000,910.4E-3
16.09E-6,5.000,910.3E-3
16.09E-6,5.000,910.2E-3
16.09E-6,5.000,910.2E-3
16.09E-6,5.000,910.2E-3
16.09E-6,5.000,910.1E-3
16.09E-6,5.000,910.1E-3
16.09E-6,5.000,910.0E-3
16.09E-6,5.000,910.0E-3
16.09E-6,5.000,910.0E-3
16.09E-6,5.000,909.9E-3
16.09E-6,5.000,909.9E-3
16.09E-6,5.000,909.9E-3
16.09E-6,5.000,909.8E-3
16.09E-6,5.000,909.8E-3
